loggingTime(txt),loggingSample(N),identifierForVendor(txt),deviceID(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),locationHeadingTimestamp_since1970(s),locationHeadingX(µT),locationHeadingY(µT),locationHeadingZ(µT),locationTrueHeading(°),locationMagneticHeading(°),locationHeadingAccuracy(°),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),gyroTimestamp_sinceReboot(s),gyroRotationX(rad/s),gyroRotationY(rad/s),gyroRotationZ(rad/s),magnetometerTimestamp_sinceReboot(s),magnetometerX(µT),magnetometerY(µT),magnetometerZ(µT),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),motionMagneticFieldX(µT),motionMagneticFieldY(µT),motionMagneticFieldZ(µT),motionMagneticFieldCalibrationAccuracy(Z),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),IP_en0(txt),IP_pdp_ip0(txt),deviceOrientation(Z),batteryState(R),batteryLevel(Z),avAudioRecorderPeakPower(dB),avAudioRecorderAveragePower(dB),label(N)
2019-12-21 12:08:41.365 -0500,143,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948120.997073,26.2208180667599,-81.81202782982865,2.473999,-1,-1,2.924315094052039,5.309074306799529,-9999,1576948121.344835,0.711029052734375,37.85259246826172,-66.76521301269531,17.44258117675781,23.31703758239746,21.82340240478516,150769.530005,-0.07684326171875,-0.1188507080078125,-0.98760986328125,150769.505091,-0.001204015105031431,-0.008094677701592445,0.005247226450592279,150769.503857,21.09797668457031,-80.89297485351562,-13.50090026855469,150769.485178,0.4034372525672349,-0.07593422897261247,0.1201851624065002,0.000197550980374217,-0.003147265873849392,0.000329872127622366,-0.0005777031183242798,0.003125332295894623,0.003044724464416504,XArbitraryCorrectedZVertical,0.06638758069459606,-0.02509738304157822,0.197614235978315,0.9777072387885979,-0.07531404495239258,-0.1198960393667221,-0.9899256229400635,0.8379745483398438,37.6890869140625,-66.75953674316406,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150766.889042,0,0.8719654,101.574,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
2019-12-21 12:08:41.424 -0500,144,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948120.997073,26.2208180667599,-81.81202782982865,2.473999,-1,-1,2.924315094052039,5.309074306799529,-9999,1576948121.394705,0.8228168487548828,37.78202056884766,-66.75234222412109,17.44283866882324,23.31729507446289,21.83112335205078,150769.589744,-0.075958251953125,-0.11895751953125,-0.988922119140625,150769.564831,-0.004693555179983377,-0.005381715949624777,0.003569434862583876,150769.564064,21.08689880371094,-80.9796142578125,-13.75784301757812,150769.544918,0.4034500001693242,-0.07596398149034587,0.120200218442706,0.0007291364017874002,-0.001166895963251591,-0.0006469637155532837,-0.000166282057762146,0.002881206572055817,0.002308189868927002,XArbitraryCorrectedZVertical,0.06639803306163616,-0.02510998319116288,0.1976191082443718,0.9777052306587418,-0.07534336298704147,-0.1199109852313995,-0.9899215698242188,0.7461051940917969,37.74205017089844,-66.87085723876953,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150766.889042,0,0.8719654,101.574,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
2019-12-21 12:08:41.484 -0500,145,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948120.997073,26.2208180667599,-81.81202782982865,2.473999,-1,-1,2.924315094052039,5.309074306799529,-9999,1576948121.444299,0.9224891662597656,37.70830535888672,-67.00380706787109,17.44327545166016,23.3177318572998,21.83482360839844,150769.649484,-0.0780792236328125,-0.1173095703125,-0.9870147705078125,150769.624571,-0.004224305972456932,-0.008475510403513908,0.00449994346126914,150769.624261,21.18449401855469,-81.20472717285156,-13.86946105957031,150769.604658,0.4034343108576777,-0.07594046939029217,0.1201960041397087,0.001334917265921831,0.004002274945378304,0.0001949206925928593,-0.0009072199463844299,0.003288857638835907,0.005499601364135742,XArbitraryCorrectedZVertical,0.06639344935088121,-0.02509943597486733,0.1976123101903932,0.9777072581327312,-0.07532012462615967,-0.1199067980051041,-0.9899238348007202,0.9224891662597656,37.70830535888672,-67.00380706787109,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150766.889042,0,0.8719654,101.574,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
2019-12-21 12:08:41.544 -0500,146,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948120.997073,26.2208180667599,-81.81202782982865,2.473999,-1,-1,2.924315094052039,5.309074306799529,-9999,1576948121.494189,0.8316135406494141,37.76485443115234,-66.67504119873047,17.4433650970459,23.31782150268555,21.83462333679199,150769.709224,-0.0764617919921875,-0.1185760498046875,-0.9882965087890625,150769.684311,-0.0006024070316925645,-0.01108034793287516,0.002592054661363363,150769.68446,21.35209655761719,-81.19154357910156,-13.66220092773438,150769.664397,0.4034298666281772,-0.07590825249131311,0.1201974115172339,-0.001318435417488217,0.001495030242949724,-0.001492548501119018,0.0007538869976997375,0.004297330975532532,0.002617955207824707,XArbitraryCorrectedZVertical,0.06639090004928386,-0.02508369192195136,0.197611177883647,0.9777080332580728,-0.07528822124004364,-0.1199081987142563,-0.9899260997772217,0.7456684112548828,37.74683380126953,-66.80309295654297,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150766.889042,0,0.8719654,101.574,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
2019-12-21 12:08:41.604 -0500,147,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948120.997073,26.2208180667599,-81.81202782982865,2.473999,-1,-1,2.924315094052039,5.309074306799529,-9999,1576948121.593725,0.8974266052246094,37.83222961425781,-67.03851318359375,17.44256210327148,23.31701850891113,21.81758880615234,150769.768963,-0.07708740234375,-0.1185302734375,-0.988128662109375,150769.74405,-0.003604055847972631,-0.01049392018467188,0.006343116983771324,150769.744662,21.21162414550781,-81.02639770507812,-13.97186279296875,150769.724137,0.4034327472366679,-0.07595937048626565,0.1202656181170666,0.0009543818887323141,-0.00177310872823,-0.0004570856690406799,0.0004845187067985535,0.004000291228294373,0.002865135669708252,XArbitraryCorrectedZVertical,0.06642929934720154,-0.02510169391378963,0.1976092139013743,0.9777053521829795,-0.0753382071852684,-0.1199759095907211,-0.9899141192436218,0.9355869293212891,37.74031829833984,-66.79000854492188,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150766.889042,0,0.8719654,101.574,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
2019-12-21 12:08:41.663 -0500,148,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948120.997073,26.2208180667599,-81.81202782982865,2.473999,-1,-1,2.924315094052039,5.309074306799529,-9999,1576948121.643515,0.8202171325683594,37.96462249755859,-67.02882385253906,17.44128036499023,23.31573677062988,21.80160522460938,150769.82870325,-0.07647705078125,-0.1182708740234375,-0.9884490966796875,150769.80379025,-0.003949201665818691,-0.00854315422475338,0.005138835404068232,150769.80486325,21.18006896972656,-80.73371887207031,-13.73887634277344,150769.78387725,0.403461146991846,-0.07597063813557338,0.1202566080303128,-0.000160551629960537,-0.001569300889968872,0.001795483753085136,0.0003586634993553162,0.003579176962375641,0.001568377017974854,XArbitraryCorrectedZVertical,0.06642637349202769,-0.02510716920590571,0.1976229556074383,0.9777025686918251,-0.07534944266080856,-0.1199669688940048,-0.9899143576622009,0.8848495483398438,37.73094177246094,-67.02643585205078,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150766.889042,0,0.8719654,101.574,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
2019-12-21 12:08:41.723 -0500,149,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948120.997073,26.2208180667599,-81.81202782982865,2.473999,-1,-1,2.924315094052039,5.309074306799529,-9999,1576948121.693179,0.7478981018066406,37.58180999755859,-66.8470458984375,17.44017791748047,23.31463432312012,21.85727119445801,150769.88844325,-0.0767059326171875,-0.1186370849609375,-0.9875030517578125,150769.86352925,-0.002430933527648449,-0.0111226923763752,0.004788629710674286,150769.86506625,21.34016418457031,-81.19802856445312,-13.63728332519531,150769.84361625,0.4034835818999675,-0.07603257841358056,0.1202148882613704,-0.0003876087721437216,-0.00114618893712759,-0.0003919829614460468,-0.0004786252975463867,0.004406534135341644,0.00220954418182373,XArbitraryCorrectedZVertical,0.06641239380970541,-0.02514091958375352,0.1976328769892157,0.9777007312221133,-0.07541113346815109,-0.1199255511164665,-0.9899146556854248,0.8327369689941406,37.71318054199219,-66.93467712402344,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150766.889042,0,0.8719654,101.574,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
2019-12-21 12:08:41.783 -0500,150,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948120.997073,26.2208180667599,-81.81202782982865,2.473999,-1,-1,2.924315094052039,5.309074306799529,-9999,1576948121.742924,0.7235031127929688,37.77356719970703,-66.83297729492188,17.43980979919434,23.31426620483398,21.8324146270752,150769.94818225,-0.077362060546875,-0.117584228515625,-0.9882049560546875,150769.92326925,-0.004797418136149645,-0.008264853619039059,0.001942776027135551,150769.92527225,21.21189880371094,-80.91325378417969,-13.665283203125,150769.90335625,0.4034959072632297,-0.07602337929050865,0.1201929340628212,-0.001309611601755023,0.001394461374729872,0.001646209042519331,9.208917617797852e-05,0.003880701959133148,0.001770436763763428,XArbitraryCorrectedZVertical,0.06640092095911172,-0.02513823187471126,0.1976397559024149,0.977700141888234,-0.07540223002433777,-0.1199037507176399,-0.9899179935455322,0.7235031127929688,37.77356719970703,-66.83297729492188,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150766.889042,0,0.8719654,101.574,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
2019-12-21 12:08:41.847 -0500,151,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948120.997073,26.2208180667599,-81.81202782982865,2.473999,-1,-1,2.924315094052039,5.309074306799529,-9999,1576948121.842347,0.8047275543212891,37.92298889160156,-66.98127746582031,17.44119453430176,23.31565093994141,21.80887985229492,150770.00792225,-0.0766143798828125,-0.118255615234375,-0.986968994140625,150769.98300925,-0.00361257791519165,-0.008894159458577633,0.007987353019416332,150769.98547825,21.11209106445312,-80.98786926269531,-13.76699829101562,150769.96309625,0.4034503312046682,-0.07597285282809962,0.1201727406250891,-0.0007388750091195107,-0.0006682472303509712,-0.001736809499561787,0.0003615915775299072,0.003616057336330414,0.002524495124816895,XArbitraryCorrectedZVertical,0.06638549136843944,-0.02511708548331171,0.1976196454995421,0.9777058229808737,-0.07535239309072495,-0.1198837012052536,-0.9899241924285889,0.8118362426757812,37.8907470703125,-66.97135925292969,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150766.889042,0,0.8719654,101.574,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
2019-12-21 12:08:41.902 -0500,152,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948120.997073,26.2208180667599,-81.81202782982865,2.473999,-1,-1,2.924315094052039,5.309074306799529,-9999,1576948121.892249,0.7119655609130859,37.86836242675781,-67.12265777587891,17.43901062011719,23.31346702575684,21.8149356842041,150770.06766225,-0.0775604248046875,-0.1187896728515625,-0.9871063232421875,150770.04274825,-0.003597131697461009,-0.01064225751906633,0.005461610853672028,150770.04568225,21.20779418945312,-81.06272888183594,-13.82748413085938,150770.02283525,0.4034845726051048,-0.07595797252382205,0.1201711572455066,0.0004774110857397318,0.001538637094199657,0.0008938447572290897,0.0001023858785629272,0.003782227635383606,0.001610279083251953,XArbitraryCorrectedZVertical,0.06638367645137766,-0.02510883467870817,0.1976369145928228,0.9777026830606736,-0.07533767819404602,-0.1198821291327477,-0.9899255037307739,0.7341423034667969,37.85540771484375,-67.02996826171875,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150766.889042,0,0.8719654,101.574,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
2019-12-21 12:08:41.962 -0500,153,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948120.997073,26.2208180667599,-81.81202782982865,2.473999,-1,-1,2.924315094052039,5.309074306799529,-9999,1576948121.942049,0.7678146362304688,37.67935943603516,-67.01371765136719,17.43841361999512,23.31287002563477,21.84096527099609,150770.12740125,-0.0775146484375,-0.11859130859375,-0.98760986328125,150770.10248825,-0.002867958042770624,-0.009214537218213081,0.005337241105735302,150770.10588825,21.10185241699219,-81.08905029296875,-13.81826782226562,150770.08257525,0.4035262491415449,-0.07596958295778221,0.1201905697681523,2.231914550065994e-06,-0.001835367642343044,0.0009720511734485626,0.0008158311247825623,0.004717424511909485,0.001790165901184082,XArbitraryCorrectedZVertical,0.06639483245627134,-0.025111165162454,0.1976564358979495,0.9776978601878528,-0.07534899562597275,-0.1199014037847519,-0.9899222850799561,0.7838764190673828,37.65583801269531,-67.0579833984375,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150766.889042,0,0.8719654,101.574,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
2019-12-21 12:08:42.022 -0500,154,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948120.997073,26.2208180667599,-81.81202782982865,2.473999,-1,-1,2.924315094052039,5.309074306799529,-9999,1576948121.991872,0.7270965576171875,37.67575836181641,-67.03025817871094,17.43704986572266,23.3115062713623,21.84162139892578,150770.18714125,-0.0779266357421875,-0.1179656982421875,-0.987518310546875,150770.16222825,-0.001710282056592405,-0.01133281551301479,0.003144926857203245,150770.16609725,21.07400512695312,-80.99040222167969,-13.67390441894531,150770.14231525,0.4035363290393871,-0.07600578275063,0.1202304163038972,0.002124188467860222,-0.0001668082550168037,-0.0001638359390199184,-0.000673830509185791,0.004330553114414215,0.0008516907691955566,XArbitraryCorrectedZVertical,0.06641799592509155,-0.0251244996406776,0.1976591784873512,0.9776954085578293,-0.0753844678401947,-0.1199409663677216,-0.9899148344993591,0.7562332153320312,37.75173950195312,-67.00875091552734,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150766.889042,0,0.8719654,101.574,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
2019-12-21 12:08:42.081 -0500,155,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948120.997073,26.2208180667599,-81.81202782982865,2.473999,-1,-1,2.924315094052039,5.309074306799529,-9999,1576948122.041758,0.6617717742919922,37.77847290039062,-66.95923614501953,17.43807029724121,23.31252670288086,21.83004379272461,150770.24688125,-0.0772247314453125,-0.1197509765625,-0.987091064453125,150770.22196725,-0.001920938026160002,-0.009556753560900688,0.002436259761452675,150770.22629925,21.16130065917969,-80.83233642578125,-13.76121520996094,150770.20205425,0.4035270448889415,-0.07600553952997317,0.1202540029691821,0.001320629380643368,0.004614236764609814,0.0004008854739367962,-0.0003691315650939941,0.00398823618888855,0.001443922519683838,XArbitraryCorrectedZVertical,0.06642937472594732,-0.02512230530438387,0.1976540678566415,0.9776957255457677,-0.07538401335477829,-0.1199643760919571,-0.9899120330810547,0.6617717742919922,37.77847290039062,-66.95923614501953,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150766.889042,0,0.8719654,101.574,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
2019-12-21 12:08:42.150 -0500,156,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948120.997073,26.2208180667599,-81.81202782982865,2.473999,-1,-1,2.924315094052039,5.309074306799529,-9999,1576948122.141308,0.8044662475585938,37.71762847900391,-66.93792724609375,17.43814659118652,23.31260299682617,21.83591842651367,150770.30662025,-0.07684326171875,-0.11798095703125,-0.987152099609375,150770.28170725,-0.003352653468027711,-0.01064332295209169,0.006711165886372328,150770.28650325,21.06822204589844,-81.0067138671875,-13.49128723144531,150770.26179425,0.4035097713172473,-0.07604673345609023,0.1202910003550053,-2.105673775076866e-05,0.0003042528405785561,-0.002017807913944125,0.0002672448754310608,0.004193574190139771,0.002305984497070312,XArbitraryCorrectedZVertical,0.06645129308398487,-0.02513927773119409,0.1976433341434704,0.9776960326033166,-0.07542445510625839,-0.1200011074542999,-0.9899044632911682,0.7725620269775391,37.99306488037109,-66.70864868164062,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150766.889042,0,0.8719654,101.574,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
2019-12-21 12:08:42.201 -0500,157,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948122.143075,26.2208180667599,-81.81202782982865,2.473999,-1,-1,3.241418850123811,4.828844672470928,-9999,1576948122.190794,0.587615966796875,37.96201324462891,-66.71419525146484,17.43821716308594,23.31267356872559,21.81085205078125,150770.36636025,-0.0770416259765625,-0.11846923828125,-0.9868316650390625,150770.34144725,-0.002965696156024933,-0.009575395844876766,0.003043194068595767,150770.34670625,20.95333862304688,-81.07258605957031,-13.67205810546875,150770.32153425,0.4035313975750049,-0.07610117368550229,0.1202738106060143,0.001156141515821218,-0.0005394211038947105,0.001389243174344301,-0.0007609277963638306,0.003657311201095581,0.001663029193878174,XArbitraryCorrectedZVertical,0.0664485539193944,-0.02516690935818401,0.1976525300072093,0.9776935936336921,-0.07547850161790848,-0.119984045624733,-0.9899024367332458,0.7227325439453125,37.76715087890625,-66.88288879394531,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150766.889042,0,0.8719654,101.574,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
2019-12-21 12:08:42.260 -0500,158,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948122.143075,26.2208180667599,-81.81202782982865,2.473999,-1,-1,3.241418850123811,4.828844672470928,-9999,1576948122.240662,0.7035713195800781,37.81013488769531,-66.78352355957031,17.43816566467285,23.3126220703125,21.82807922363281,150770.42610025,-0.0760345458984375,-0.118255615234375,-0.9874267578125,150770.40118625,-0.003977963700890541,-0.01061189826577902,0.003604854922741652,150770.40691125,21.05406188964844,-80.98532104492188,-13.63531494140625,150770.38127325,0.4035370734891503,-0.07612897836900542,0.1202728154033096,0.000681762583553791,0.0002389904111623764,-0.00138003914617002,0.0005641430616378784,0.004403896629810333,0.002195060253143311,XArbitraryCorrectedZVertical,0.06645088613098049,-0.02518041359566673,0.1976544029636024,0.9776927225177503,-0.07550603151321411,-0.1199830546975136,-0.9899004697799683,0.7808494567871094,37.80718994140625,-66.84564971923828,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150766.889042,0,0.8719654,101.574,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
2019-12-21 12:08:42.320 -0500,159,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948122.143075,26.2208180667599,-81.81202782982865,2.473999,-1,-1,3.241418850123811,4.828844672470928,-9999,1576948122.290617,0.7017536163330078,37.9461669921875,-66.60750579833984,17.43617630004883,23.31063270568848,21.81332397460938,150770.48583925,-0.077392578125,-0.11822509765625,-0.987945556640625,150770.46092625,-0.002703641075640917,-0.009198292158544064,0.002683933824300766,150770.46712025,21.10542297363281,-80.95675659179688,-13.78656005859375,150770.44101325,0.4035518831706232,-0.07613433965680054,0.1202489660337819,-0.001739973435178399,-0.0002232445403933525,0.0004991423338651657,0.0002645924687385559,0.004944257438182831,0.002533257007598877,XArbitraryCorrectedZVertical,0.06643995534948528,-0.02518495286277746,0.1976620532837736,0.9776917933693547,-0.07551155984401703,-0.1199593767523766,-0.9899029135704041,0.8105983734130859,37.82791137695312,-66.80377197265625,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150767.89242,0,0.7451344,101.5756,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
2019-12-21 12:08:42.380 -0500,160,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948122.143075,26.2208180667599,-81.81202782982865,2.473999,-1,-1,3.241418850123811,4.828844672470928,-9999,1576948122.340331,0.8826923370361328,37.96952819824219,-66.78403472900391,17.43791198730469,23.31236839294434,21.80419540405273,150770.54557925,-0.0764007568359375,-0.1188812255859375,-0.9875030517578125,150770.52066625,-0.002491653431206942,-0.008143413811922073,0.005786782596260309,150770.52733025,21.27151489257812,-80.95272827148438,-13.29048156738281,150770.50075225,0.4035300859201656,-0.07607937324452302,0.1202546090071573,0.0002596592530608177,-0.0004049399867653847,-0.00153438444249332,-8.098781108856201e-05,0.003683470189571381,0.0021401047706604,XArbitraryCorrectedZVertical,0.06643700784746,-0.02515823644282042,0.1976530920661906,0.9776944513593252,-0.07545709609985352,-0.1199649795889854,-0.989906370639801,0.8826923370361328,37.96952819824219,-66.78403472900391,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150767.89242,0,0.7451344,101.5756,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
2019-12-21 12:08:42.440 -0500,161,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948122.143075,26.2208180667599,-81.81202782982865,2.473999,-1,-1,3.241418850123811,4.828844672470928,-9999,1576948122.390131,0.8799991607666016,37.70235443115234,-66.63629150390625,17.43681907653809,23.31127548217773,21.84268760681152,150770.60531925,-0.0781707763671875,-0.1187896728515625,-0.9880523681640625,150770.58040525,-0.003029878251254559,-0.008747951127588749,0.004185690078884363,150770.58754025,21.21965026855469,-81.14668273925781,-13.27650451660156,150770.56049225,0.4035570987269741,-0.07602832260402936,0.120235768216029,0.001485963119193912,0.001352605875581503,0.0009205900132656097,0.0004626065492630005,0.003923669457435608,0.001780152320861816,XArbitraryCorrectedZVertical,0.06642309836300433,-0.02513428750451224,0.1976684514919456,0.9776929356066087,-0.07540673017501831,-0.1199462786316872,-0.9899124503135681,0.9161052703857422,37.69331359863281,-66.60933685302734,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150767.89242,0,0.7451344,101.5756,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
2019-12-21 12:08:42.500 -0500,162,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948122.143075,26.2208180667599,-81.81202782982865,2.473999,-1,-1,3.241418850123811,4.828844672470928,-9999,1576948122.489724,0.7673683166503906,37.85316467285156,-66.68791961669922,17.43588066101074,23.31033706665039,21.82353210449219,150770.66505825,-0.077301025390625,-0.118194580078125,-0.9873199462890625,150770.64014525,-0.004117513541132212,-0.01317066326737404,0.00316463434137404,150770.64775625,21.1365966796875,-80.95169067382812,-13.22860717773438,150770.62023225,0.403558353538798,-0.07602816863472134,0.1202281422349346,-0.002789585618302226,0.001957648899406195,-0.0002338052727282047,-0.0002546310424804688,0.003900684416294098,0.002055704593658447,XArbitraryCorrectedZVertical,0.06641937554508251,-0.02513494131847696,0.1976692601044832,0.9776929938974632,-0.07540664821863174,-0.1199387088418007,-0.9899134039878845,0.7490215301513672,37.87502288818359,-66.57743835449219,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150767.89242,0,0.7451344,101.5756,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
2019-12-21 12:08:42.559 -0500,163,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948122.143075,26.2208180667599,-81.81202782982865,2.473999,-1,-1,3.241418850123811,4.828844672470928,-9999,1576948122.539375,0.6895751953125,37.98193359375,-66.67398071289062,17.43604850769043,23.31050491333008,21.80824661254883,150770.72479825,-0.0776519775390625,-0.118865966796875,-0.98663330078125,150770.69988525,-0.004389688372612,-0.007542604580521584,0.002864762442186475,150770.70796625,21.0379638671875,-80.76991271972656,-13.5543212890625,150770.67997125,0.4035734353802797,-0.07602382445472371,0.1202143647394395,-0.0005507017485797405,0.0004937015473842621,0.001590927131474018,-0.000396236777305603,0.004313960671424866,0.001447379589080811,XArbitraryCorrectedZVertical,0.06641241274520698,-0.02513370930519385,0.1976771294449838,0.9776918301028625,-0.07540247589349747,-0.1199250295758247,-0.9899153709411621,0.7918891906738281,37.87645721435547,-66.42580413818359,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150767.89242,0,0.7451344,101.5756,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
2019-12-21 12:08:42.619 -0500,164,18636115-087A-4456-A66A-A2DDE23C0881,my_iOS_device,1576948122.143075,26.2208180667599,-81.81202782982865,2.473999,-1,-1,3.241418850123811,4.828844672470928,-9999,1576948122.589355,0.8041229248046875,37.65302276611328,-66.65385437011719,17.43630409240723,23.31076049804688,21.8506965637207,150770.78453725,-0.0774993896484375,-0.118743896484375,-0.9876556396484375,150770.75962425,-0.004882639274001122,-0.009291236288845539,0.007698665838688612,150770.76817425,21.07716369628906,-80.72198486328125,-13.4320068359375,150770.73971125,0.4035434604708592,-0.07598429546299947,0.1201856936343478,0.000939452787861228,-0.0004750471562147141,2.033961936831474e-05,0.0002048984169960022,0.003842316567897797,0.002171099185943604,XArbitraryCorrectedZVertical,0.06639412372906914,-0.02511827875114784,0.1976644870531453,0.9776960636417231,-0.07536360621452332,-0.1198965609073639,-0.9899218082427979,0.7883110046386719,37.90738677978516,-66.79229736328125,2,150769.337961,stationary,2,2019-12-21 12:08:41.197 -0500,null,0,0,0,0,0,0,0,null,150767.89242,0,0.7451344,101.5756,192.168.1.94,0.0.0.0,3,1,0.91,-120,-120,0
